
 Word-based means:
 SFD 474  FFD 390  GD 477  TT 498  PrF 1.00 Pr1 0.74 Pr2 0.25 PrS 0.01 beavers
 SFD 449  FFD 393  GD 489  TT 538  PrF 0.99 Pr1 0.78 Pr2 0.21 PrS 0.01 lesson
 SFD 375  FFD 363  GD 401  TT 462  PrF 0.99 Pr1 0.82 Pr2 0.15 PrS 0.03 part
 SFD 462  FFD 384  GD 481  TT 530  PrF 1.00 Pr1 0.74 Pr2 0.26 PrS 0.00 beaver
 SFD 371  FFD 360  GD 378  TT 428  PrF 0.88 Pr1 0.78 Pr2 0.07 PrS 0.15 had
 SFD 405  FFD 359  GD 492  TT 601  PrF 1.00 Pr1 0.65 Pr2 0.35 PrS 0.00 counted
 SFD 377  FFD 352  GD 408  TT 474  PrF 0.96 Pr1 0.79 Pr2 0.13 PrS 0.08 with
 SFD 464  FFD 367  GD 508  TT 592  PrF 1.00 Pr1 0.64 Pr2 0.36 PrS 0.00 scrupulous
 SFD 404  FFD 404  GD 404  TT 415  PrF 0.82 Pr1 0.77 Pr2 0.00 PrS 0.23 to
 SFD 383  FFD 379  GD 481  TT 556  PrF 1.00 Pr1 0.72 Pr2 0.27 PrS 0.01 every
 SFD 371  FFD 372  GD 385  TT 408  PrF 0.88 Pr1 0.81 Pr2 0.03 PrS 0.16 it
 SFD 398  FFD 334  GD 511  TT 584  PrF 1.00 Pr1 0.62 Pr2 0.38 PrS 0.00 fairly
 SFD 396  FFD 371  GD 415  TT 476  PrF 0.97 Pr1 0.77 Pr2 0.16 PrS 0.07 lost
 SFD 410  FFD 383  GD 448  TT 541  PrF 1.00 Pr1 0.79 Pr2 0.20 PrS 0.01 heart
 SFD 348  FFD 343  GD 367  TT 415  PrF 0.97 Pr1 0.85 Pr2 0.10 PrS 0.05 and
 SFD 472  FFD 380  GD 528  TT 616  PrF 1.00 Pr1 0.64 Pr2 0.36 PrS 0.00 outgrabe
 SFD 372  FFD 365  GD 384  TT 427  PrF 0.80 Pr1 0.68 Pr2 0.05 PrS 0.27 in
 SFD 379  FFD 376  GD 386  TT 401  PrF 0.97 Pr1 0.94 Pr2 0.03 PrS 0.03 the
 SFD 421  FFD 361  GD 466  TT 507  PrF 1.00 Pr1 0.70 Pr2 0.29 PrS 0.01 third
 SFD 495  FFD 396  GD 524  TT 596  PrF 0.98 Pr1 0.69 Pr2 0.29 PrS 0.02 repetition
 SFD 388  FFD 369  GD 391  TT 419  PrF 0.99 Pr1 0.89 Pr2 0.10 PrS 0.01 felt
 SFD 367  FFD 349  GD 390  TT 478  PrF 1.00 Pr1 0.85 Pr2 0.14 PrS 0.01 that
 SFD 330  FFD 327  GD 345  TT 424  PrF 0.88 Pr1 0.78 Pr2 0.04 PrS 0.18 in
 SFD 335  FFD 321  GD 445  TT 606  PrF 1.00 Pr1 0.70 Pr2 0.30 PrS 0.00 spite
 SFD 329  FFD 339  GD 361  TT 444  PrF 0.88 Pr1 0.76 Pr2 0.06 PrS 0.18 of
 SFD 319  FFD 330  GD 405  TT 511  PrF 0.96 Pr1 0.74 Pr2 0.21 PrS 0.05 all
 SFD 438  FFD 351  GD 509  TT 573  PrF 0.99 Pr1 0.60 Pr2 0.39 PrS 0.01 possible
 SFD 372  FFD 364  GD 375  TT 397  PrF 0.95 Pr1 0.88 Pr2 0.06 PrS 0.06 had
 SFD 442  FFD 338  GD 488  TT 540  PrF 1.00 Pr1 0.57 Pr2 0.43 PrS 0.00 somehow
 SFD 506  FFD 406  GD 512  TT 554  PrF 1.00 Pr1 0.70 Pr2 0.30 PrS 0.00 contrived
 SFD 386  FFD 385  GD 394  TT 442  PrF 0.85 Pr1 0.79 Pr2 0.03 PrS 0.18 to
 SFD 341  FFD 342  GD 429  TT 543  PrF 0.99 Pr1 0.72 Pr2 0.27 PrS 0.01 lose
 SFD 370  FFD 361  GD 387  TT 426  PrF 0.98 Pr1 0.84 Pr2 0.11 PrS 0.05 the
 SFD 367  FFD 330  GD 413  TT 494  PrF 0.99 Pr1 0.76 Pr2 0.21 PrS 0.03 only
 SFD 394  FFD 350  GD 442  TT 510  PrF 0.97 Pr1 0.76 Pr2 0.21 PrS 0.03 thing
 SFD 371  FFD 359  GD 383  TT 454  PrF 0.97 Pr1 0.83 Pr2 0.10 PrS 0.07 now
 SFD 357  FFD 343  GD 382  TT 466  PrF 0.97 Pr1 0.79 Pr2 0.12 PrS 0.09 was
 SFD 331  FFD 342  GD 373  TT 455  PrF 0.93 Pr1 0.76 Pr2 0.11 PrS 0.13 to
 SFD 352  FFD 328  GD 415  TT 541  PrF 0.99 Pr1 0.74 Pr2 0.22 PrS 0.04 rack
 SFD 349  FFD 346  GD 364  TT 439  PrF 0.96 Pr1 0.86 Pr2 0.07 PrS 0.07 its
 SFD 360  FFD 345  GD 411  TT 475  PrF 1.00 Pr1 0.78 Pr2 0.20 PrS 0.02 poor
 SFD 489  FFD 426  GD 538  TT 597  PrF 1.00 Pr1 0.74 Pr2 0.26 PrS 0.00 reckoning
 SFD 374  FFD 366  GD 381  TT 450  PrF 0.80 Pr1 0.66 Pr2 0.04 PrS 0.30 up
 SFD 311  FFD 327  GD 392  TT 468  PrF 0.97 Pr1 0.77 Pr2 0.18 PrS 0.05 the
 SFD 425  FFD 388  GD 437  TT 473  PrF 1.00 Pr1 0.83 Pr2 0.17 PrS 0.00 added
 SFD 356  FFD 363  GD 390  TT 443  PrF 0.90 Pr1 0.79 Pr2 0.07 PrS 0.14 to
 SFD 361  FFD 342  GD 442  TT 584  PrF 1.00 Pr1 0.71 Pr2 0.29 PrS 0.00 oneif
 SFD 339  FFD 331  GD 373  TT 473  PrF 1.00 Pr1 0.81 Pr2 0.13 PrS 0.06 that
 SFD 378  FFD 328  GD 437  TT 532  PrF 1.00 Pr1 0.73 Pr2 0.27 PrS 0.00 could
 SFD 353  FFD 340  GD 374  TT 454  PrF 0.94 Pr1 0.81 Pr2 0.11 PrS 0.08 but
 SFD 350  FFD 350  GD 408  TT 479  PrF 0.90 Pr1 0.74 Pr2 0.14 PrS 0.12 be
 SFD 413  FFD 396  GD 424  TT 440  PrF 1.00 Pr1 0.90 Pr2 0.08 PrS 0.02 said
 SFD 388  FFD 375  GD 392  TT 443  PrF 0.98 Pr1 0.89 Pr2 0.08 PrS 0.03 with
 SFD 402  FFD 374  GD 432  TT 493  PrF 0.98 Pr1 0.77 Pr2 0.17 PrS 0.06 ones
 SFD 434  FFD 349  GD 508  TT 614  PrF 1.00 Pr1 0.61 Pr2 0.39 PrS 0.00 fingers
 SFD 359  FFD 336  GD 375  TT 394  PrF 0.89 Pr1 0.68 Pr2 0.15 PrS 0.17 and
 SFD 408  FFD 381  GD 414  TT 441  PrF 0.95 Pr1 0.79 Pr2 0.11 PrS 0.10 with
 SFD 389  FFD 346  GD 447  TT 534  PrF 1.00 Pr1 0.75 Pr2 0.25 PrS 0.00 tears
 SFD 348  FFD 343  GD 366  TT 435  PrF 0.90 Pr1 0.80 Pr2 0.08 PrS 0.12 how
 SFD 330  FFD 348  GD 399  TT 457  PrF 0.92 Pr1 0.75 Pr2 0.12 PrS 0.13 in
 SFD 401  FFD 348  GD 508  TT 604  PrF 1.00 Pr1 0.61 Pr2 0.39 PrS 0.00 earlier
 SFD 376  FFD 367  GD 387  TT 400  PrF 0.96 Pr1 0.87 Pr2 0.07 PrS 0.06 had
 SFD 394  FFD 347  GD 428  TT 508  PrF 1.00 Pr1 0.75 Pr2 0.25 PrS 0.00 taken
 SFD 343  FFD 342  GD 363  TT 416  PrF 0.84 Pr1 0.74 Pr2 0.07 PrS 0.19 no
 SFD 370  FFD 357  GD 486  TT 570  PrF 0.98 Pr1 0.64 Pr2 0.33 PrS 0.03 pains
 SFD 370  FFD 346  GD 404  TT 503  PrF 0.99 Pr1 0.76 Pr2 0.19 PrS 0.05 with
 SFD 327  FFD 317  GD 348  TT 456  PrF 0.93 Pr1 0.80 Pr2 0.09 PrS 0.11 its
 SFD 428  FFD 404  GD 431  TT 478  PrF 1.00 Pr1 0.89 Pr2 0.10 PrS 0.01 thing
 SFD 349  FFD 346  GD 379  TT 472  PrF 0.97 Pr1 0.85 Pr2 0.11 PrS 0.04 can
 SFD 348  FFD 348  GD 374  TT 427  PrF 0.88 Pr1 0.78 Pr2 0.06 PrS 0.16 be
 SFD 357  FFD 353  GD 443  TT 537  PrF 1.00 Pr1 0.76 Pr2 0.24 PrS 0.00 done
 SFD 382  FFD 353  GD 408  TT 453  PrF 1.00 Pr1 0.76 Pr2 0.20 PrS 0.04 said
 SFD 346  FFD 341  GD 372  TT 448  PrF 0.96 Pr1 0.86 Pr2 0.09 PrS 0.05 the
 SFD 408  FFD 371  GD 551  TT 708  PrF 1.00 Pr1 0.61 Pr2 0.39 PrS 0.00 butcher
 SFD 357  FFD 359  GD 365  TT 396  PrF 0.64 Pr1 0.56 Pr2 0.01 PrS 0.43 i
 SFD 417  FFD 366  GD 424  TT 463  PrF 1.00 Pr1 0.78 Pr2 0.21 PrS 0.01 thing
 SFD 382  FFD 349  GD 431  TT 515  PrF 0.98 Pr1 0.74 Pr2 0.20 PrS 0.06 must
 SFD 312  FFD 314  GD 356  TT 430  PrF 0.88 Pr1 0.68 Pr2 0.09 PrS 0.23 be
 SFD 317  FFD 324  GD 422  TT 599  PrF 1.00 Pr1 0.75 Pr2 0.24 PrS 0.01 done
 SFD 333  FFD 335  GD 339  TT 393  PrF 0.85 Pr1 0.71 Pr2 0.01 PrS 0.28 i
 SFD 288  FFD 297  GD 362  TT 465  PrF 0.98 Pr1 0.75 Pr2 0.20 PrS 0.05 am
 SFD 431  FFD 385  GD 444  TT 481  PrF 0.98 Pr1 0.78 Pr2 0.19 PrS 0.03 thing
 SFD 415  FFD 359  GD 441  TT 517  PrF 0.99 Pr1 0.73 Pr2 0.26 PrS 0.01 shall
 SFD 351  FFD 353  GD 362  TT 428  PrF 0.87 Pr1 0.75 Pr2 0.02 PrS 0.23 be
 SFD 317  FFD 315  GD 397  TT 521  PrF 0.99 Pr1 0.72 Pr2 0.27 PrS 0.01 done
 SFD 401  FFD 352  GD 451  TT 534  PrF 0.99 Pr1 0.70 Pr2 0.28 PrS 0.02 bring
 SFD 339  FFD 340  GD 372  TT 422  PrF 0.87 Pr1 0.71 Pr2 0.09 PrS 0.20 me
 SFD 329  FFD 315  GD 413  TT 557  PrF 0.99 Pr1 0.71 Pr2 0.27 PrS 0.02 paper
 SFD 357  FFD 346  GD 380  TT 441  PrF 0.96 Pr1 0.80 Pr2 0.11 PrS 0.09 and
 SFD 400  FFD 378  GD 420  TT 455  PrF 0.98 Pr1 0.83 Pr2 0.15 PrS 0.02 best
 SFD 376  FFD 342  GD 435  TT 520  PrF 1.00 Pr1 0.71 Pr2 0.27 PrS 0.02 there
 SFD 316  FFD 322  GD 335  TT 395  PrF 0.90 Pr1 0.80 Pr2 0.04 PrS 0.16 is
 SFD 336  FFD 326  GD 414  TT 571  PrF 0.99 Pr1 0.74 Pr2 0.25 PrS 0.01 time
 SFD 331  FFD 331  GD 331  TT 391  PrF 0.86 Pr1 0.77 Pr2 0.00 PrS 0.23 to
 SFD 457  FFD 417  GD 465  TT 489  PrF 1.00 Pr1 0.84 Pr2 0.16 PrS 0.00 beaver
 SFD 442  FFD 369  GD 457  TT 570  PrF 1.00 Pr1 0.74 Pr2 0.26 PrS 0.00 brought
 SFD 412  FFD 363  GD 443  TT 497  PrF 0.98 Pr1 0.75 Pr2 0.23 PrS 0.02 paper
 SFD 505  FFD 412  GD 552  TT 588  PrF 0.99 Pr1 0.64 Pr2 0.35 PrS 0.01 portfolio
 SFD 380  FFD 370  GD 383  TT 426  PrF 0.99 Pr1 0.93 Pr2 0.05 PrS 0.02 ink
 SFD 340  FFD 343  GD 359  TT 396  PrF 0.95 Pr1 0.88 Pr2 0.04 PrS 0.08 in
 SFD 489  FFD 392  GD 552  TT 621  PrF 1.00 Pr1 0.65 Pr2 0.35 PrS 0.00 unfailing
 SFD 484  FFD 421  GD 487  TT 502  PrF 1.00 Pr1 0.81 Pr2 0.19 PrS 0.00 strange
 SFD 490  FFD 400  GD 494  TT 538  PrF 0.99 Pr1 0.72 Pr2 0.27 PrS 0.01 creepy
 SFD 496  FFD 386  GD 528  TT 576  PrF 1.00 Pr1 0.65 Pr2 0.33 PrS 0.02 creatures
 SFD 397  FFD 376  GD 417  TT 492  PrF 0.97 Pr1 0.81 Pr2 0.11 PrS 0.08 came
 SFD 345  FFD 337  GD 383  TT 477  PrF 0.97 Pr1 0.81 Pr2 0.12 PrS 0.07 out
 SFD 329  FFD 341  GD 382  TT 458  PrF 0.88 Pr1 0.70 Pr2 0.11 PrS 0.19 of
 SFD 345  FFD 311  GD 430  TT 548  PrF 1.00 Pr1 0.68 Pr2 0.32 PrS 0.00 their
 SFD 457  FFD 397  GD 474  TT 506  PrF 1.00 Pr1 0.78 Pr2 0.22 PrS 0.00 watched
 SFD 393  FFD 361  GD 410  TT 481  PrF 0.97 Pr1 0.80 Pr2 0.13 PrS 0.07 them
 SFD 390  FFD 336  GD 416  TT 490  PrF 0.97 Pr1 0.70 Pr2 0.25 PrS 0.05 with
 SFD 479  FFD 380  GD 517  TT 575  PrF 1.00 Pr1 0.66 Pr2 0.34 PrS 0.00 wondering
 SFD 499  FFD 406  GD 558  TT 607  PrF 1.00 Pr1 0.67 Pr2 0.33 PrS 0.00 engrossed
 SFD 360  FFD 345  GD 365  TT 414  PrF 0.94 Pr1 0.75 Pr2 0.07 PrS 0.18 was
 SFD 326  FFD 330  GD 375  TT 477  PrF 0.95 Pr1 0.81 Pr2 0.12 PrS 0.07 the
 SFD 430  FFD 362  GD 496  TT 611  PrF 1.00 Pr1 0.68 Pr2 0.32 PrS 0.00 butcher
 SFD 327  FFD 325  GD 327  TT 377  PrF 0.82 Pr1 0.72 Pr2 0.01 PrS 0.27 he
 SFD 401  FFD 345  GD 509  TT 624  PrF 1.00 Pr1 0.61 Pr2 0.39 PrS 0.00 heeded
 SFD 389  FFD 353  GD 409  TT 456  PrF 0.95 Pr1 0.73 Pr2 0.19 PrS 0.08 them
 SFD 365  FFD 368  GD 376  TT 398  PrF 0.86 Pr1 0.82 Pr2 0.02 PrS 0.16 he
 SFD 393  FFD 364  GD 473  TT 532  PrF 1.00 Pr1 0.68 Pr2 0.32 PrS 0.00 wrote
 SFD 372  FFD 346  GD 400  TT 507  PrF 0.99 Pr1 0.79 Pr2 0.19 PrS 0.02 with
 SFD 313  FFD 320  GD 332  TT 395  PrF 0.80 Pr1 0.66 Pr2 0.02 PrS 0.32 a
 SFD 327  FFD 346  GD 421  TT 566  PrF 0.97 Pr1 0.72 Pr2 0.22 PrS 0.06 pen
 SFD 322  FFD 329  GD 356  TT 470  PrF 0.93 Pr1 0.79 Pr2 0.09 PrS 0.12 in
 SFD 327  FFD 321  GD 400  TT 537  PrF 0.99 Pr1 0.78 Pr2 0.21 PrS 0.01 each
 SFD 499  FFD 425  GD 515  TT 533  PrF 1.00 Pr1 0.78 Pr2 0.22 PrS 0.00 explained
 SFD 385  FFD 378  GD 394  TT 427  PrF 0.93 Pr1 0.75 Pr2 0.06 PrS 0.19 all
 SFD 292  FFD 296  GD 353  TT 468  PrF 0.98 Pr1 0.77 Pr2 0.20 PrS 0.03 the
 SFD 362  FFD 330  GD 445  TT 583  PrF 1.00 Pr1 0.66 Pr2 0.29 PrS 0.05 while
 SFD 320  FFD 324  GD 337  TT 411  PrF 0.86 Pr1 0.74 Pr2 0.05 PrS 0.21 in
 SFD 319  FFD 337  GD 394  TT 442  PrF 0.80 Pr1 0.60 Pr2 0.12 PrS 0.28 a
 SFD 369  FFD 331  GD 549  TT 662  PrF 1.00 Pr1 0.51 Pr2 0.49 PrS 0.00 popular
 SFD 376  FFD 371  GD 389  TT 398  PrF 0.94 Pr1 0.85 Pr2 0.05 PrS 0.10 the
 SFD 444  FFD 399  GD 493  TT 563  PrF 1.00 Pr1 0.78 Pr2 0.22 PrS 0.00 beaver
 SFD 414  FFD 355  GD 441  TT 515  PrF 0.99 Pr1 0.71 Pr2 0.27 PrS 0.02 could
 SFD 374  FFD 361  GD 389  TT 452  PrF 0.99 Pr1 0.88 Pr2 0.10 PrS 0.02 well

 First-fixation landing-site distributions:
 0.00 0.00 0.07 0.29 0.30 0.22 0.07 0.04  beavers
 0.02 0.05 0.13 0.34 0.26 0.14 0.05  lesson
 0.05 0.15 0.31 0.36 0.12  part
 0.00 0.04 0.07 0.32 0.39 0.17 0.01  beaver
 0.11 0.22 0.33 0.34  had
 0.18 0.07 0.05 0.22 0.28 0.16 0.03 0.01  counted
 0.08 0.13 0.29 0.29 0.21  with
 0.12 0.05 0.02 0.05 0.11 0.20 0.28 0.13 0.03 0.01 0.00  scrupulous
 0.19 0.44 0.36  to
 0.19 0.10 0.20 0.25 0.19 0.06  every
 0.08 0.38 0.54  it
 0.16 0.07 0.12 0.21 0.29 0.13 0.02  fairly
 0.01 0.12 0.29 0.34 0.24  lost
 0.07 0.12 0.22 0.28 0.22 0.08  heart
 0.14 0.21 0.40 0.25  and
 0.10 0.09 0.07 0.12 0.27 0.18 0.14 0.03 0.00  outgrabe
 0.29 0.29 0.42  in
 0.05 0.22 0.46 0.27  the
 0.08 0.05 0.17 0.37 0.25 0.07  third
 0.03 0.01 0.02 0.05 0.15 0.31 0.26 0.13 0.03 0.00 0.01  repetition
 0.02 0.14 0.31 0.38 0.14  felt
 0.09 0.20 0.37 0.26 0.07  that
 0.20 0.39 0.41  in
 0.23 0.12 0.16 0.26 0.19 0.04  spite
 0.28 0.34 0.38  of
 0.31 0.19 0.29 0.21  all
 0.12 0.05 0.04 0.18 0.23 0.18 0.15 0.04 0.00  possible
 0.01 0.33 0.35 0.31  had
 0.14 0.03 0.08 0.17 0.25 0.23 0.09 0.01  somehow
 0.00 0.02 0.06 0.12 0.20 0.28 0.23 0.06 0.03 0.00  contrived
 0.18 0.29 0.52  to
 0.16 0.20 0.25 0.29 0.09  lose
 0.02 0.27 0.39 0.32  the
