file,block,tokens,subject,duration,nSFD,nFFD,nGD,nTT,PrF,Pr1,Pr2,PrS,length,wpm
11,7,,003,5236,,84.4454365079365,85.06448412698413,103.03174603174602,0.3333333333333333,0.25,0.08333333333333333,0.6666666666666666,36,412.5286478227655
12,3,,003,4969,,29.526738473167047,33.645786092214664,72.40451625094484,0.65625,0.3125,0.34375,0.34375,32,386.39565304890317
12,2,,003,10402,,49.118954248366016,50.95718954248366,130.990289449113,0.5666666666666667,0.23333333333333334,0.3333333333333333,0.43333333333333335,30,173.04364545279753
12,1,,003,14037,,166.54464285714286,166.54464285714286,912.0803571428571,1.0,0.0,1.0,0.0,4,17.097670442402222
12,4,,003,5118,,34.79997453526866,35.30906544435956,69.62867328749681,0.44,0.2,0.24,0.56,25,293.08323563892145
12,5,,003,5758,,40.830084325396825,41.43633432539683,74.76684027777777,0.64,0.2,0.44,0.36,25,260.5071205279611
12,6,,003,4953,,37.43599605522683,43.8206114398422,87.57555649478726,0.43333333333333335,0.16666666666666666,0.26666666666666666,0.5666666666666667,30,363.41611144760753
11,2,,004,12342,,61.73204761904762,62.692047619047614,139.66504761904764,0.78125,0.375,0.40625,0.21875,32,155.5663587749149
11,3,,004,10180,,48.87916666666666,49.57559523809523,103.86309523809523,0.7777777777777778,0.3888888888888889,0.3888888888888889,0.2222222222222222,36,212.18074656188605
11,4,,004,6942,,77.29978991596639,77.29978991596639,116.86449579831933,0.6071428571428571,0.21428571428571427,0.39285714285714285,0.39285714285714285,28,242.00518582541054
11,5,,004,6099,,75.91309523809524,81.19880952380952,112.43622448979592,0.4666666666666667,0.16666666666666666,0.3,0.5333333333333333,30,295.13034923757994
11,6,,004,7773,,56.5874686716792,57.44461152882206,109.07656641604008,0.5428571428571428,0.17142857142857143,0.37142857142857144,0.45714285714285713,35,270.1659590891548
