,file,line,tokens,subject,duration,nSFD,nFFD,nGD,nTT,PrF,Pr1,Pr2,PrS,length,wpm
36726,61,2,,181,3441,,64.53,64.53,193.5,1.25,0.0,1.25,-0.25,0,0
36727,61,3,,181,2656,,79.95833333333333,79.95833333333333,193.625,1.5,0.25,1.25,-0.5,0,0
36728,61,4,,181,1821,,68.29768518518519,68.29768518518519,123.48518518518517,1.5,1.0,0.5,-0.5,0,0
36729,61,5,,181,1316,,55.8,55.8,74.8,1.0,0.75,0.25,0.0,0,0
36730,61,6,,181,2178,,70.80833333333334,70.80833333333334,154.11388888888888,1.0,0.25,0.75,0.0,0,0
36731,61,7,,181,1401,,67.55,67.55,90.79166666666666,1.0,0.5,0.5,0.0,0,0
36732,61,8,,181,2853,,57.888888888888886,57.888888888888886,144.57777777777778,1.5,0.0,1.5,-0.5,0,0
36733,61,9,,181,1192,,54.195238095238096,54.195238095238096,100.67619047619048,0.75,0.0,0.75,0.25,0,0
36734,61,10,,181,2137,,34.965714285714284,34.965714285714284,85.82285714285715,1.25,0.5,0.75,-0.25,0,0
36735,61,11,,181,2427,,58.13611111111111,58.13611111111111,97.97777777777777,1.5,0.75,0.75,-0.5,0,0
36736,61,12,,181,5172,,60.7047619047619,60.7047619047619,232.2904761904762,1.75,0.0,1.75,-0.75,0,0
36737,61,13,,181,1710,,47.91333333333334,47.91333333333334,86.74666666666666,1.25,0.75,0.5,-0.25,0,0
36738,61,14,,181,2892,,73.85714285714286,73.85714285714286,170.61904761904762,1.75,0.5,1.25,-0.75,0,0
36739,61,15,,181,2313,,61.26547619047619,61.26547619047619,88.28214285714284,1.5,0.5,1.0,-0.5,0,0
36740,61,16,,181,2588,,64.81875,64.81875,98.94375,2.0,1.0,1.0,-1.0,0,0
36741,61,17,,181,1056,,43.96875,43.96875,55.78125,1.0,0.75,0.25,0.0,0,0
36742,61,19,,181,1797,,50.52777777777778,50.52777777777778,76.73611111111111,1.5,0.75,0.75,-0.5,0,0
36743,61,18,,181,2282,,113.7,113.7,125.9,1.25,0.75,0.5,-0.25,0,0
36744,61,20,,181,2250,,75.61271367521367,75.61271367521367,105.59027777777779,1.5,0.5,1.0,-0.5,0,0
36745,61,21,,181,1286,,30.041666666666668,30.041666666666668,75.29166666666666,1.0,0.5,0.5,0.0,0,0
36746,61,23,,181,2381,,113.28484848484848,113.28484848484848,169.9969696969697,1.25,0.25,1.0,-0.25,0,0
36747,61,22,,181,1534,,45.32,45.32,49.595,1.25,1.0,0.25,-0.25,0,0
36748,61,24,,181,3461,,58.833333333333336,58.833333333333336,105.8037037037037,2.25,1.25,1.0,-1.25,0,0
36749,61,25,,181,1504,71.28571428571429,71.28571428571429,71.28571428571429,71.28571428571429,1.75,1.75,0.0,-0.75,0,0
36750,62,1,,181,1214,,94.78571428571429,94.78571428571429,126.02380952380952,0.75,0.5,0.25,0.25,0,0
36751,62,2,,181,2967,,52.680952380952384,52.680952380952384,130.58095238095237,1.25,0.0,1.25,-0.25,0,0
36752,62,3,,181,2879,,49.79333333333333,49.79333333333333,106.45333333333333,1.25,0.5,0.75,-0.25,0,0
36753,62,4,,181,3417,,61.14027777777778,61.14027777777778,94.35555555555555,2.0,1.5,0.5,-1.0,0,0
36754,62,5,,181,1959,,42.339999999999996,42.339999999999996,85.52666666666667,1.25,0.5,0.75,-0.25,0,0
36755,62,6,,181,3575,,75.2969387755102,75.2969387755102,162.97448979591837,1.75,0.25,1.5,-0.75,0,0
36756,62,7,,181,2907,,42.223015873015875,42.223015873015875,106.36031746031745,1.5,0.25,1.25,-0.5,0,0
36757,62,8,,181,2312,,50.08541666666667,50.08541666666667,68.46875,2.0,1.0,1.0,-1.0,0,0
36758,62,9,,181,1293,,60.99333333333334,60.99333333333334,72.03333333333333,1.25,1.0,0.25,-0.25,0,0
36759,62,10,,181,3379,,70.07291666666666,70.07291666666666,120.45208333333335,2.0,0.75,1.25,-1.0,0,0
36760,62,11,,181,3665,,54.44325396825397,54.44325396825397,162.63809523809525,1.5,0.0,1.5,-0.5,0,0
36761,62,12,,181,2645,,56.91666666666667,56.91666666666667,81.44047619047619,1.75,0.75,1.0,-0.75,0,0
36762,62,13,,181,1073,100.40476190476191,100.40476190476191,100.40476190476191,100.40476190476191,0.75,0.75,0.0,0.25,0,0
36763,62,14,,181,2654,,62.153968253968266,62.153968253968266,91.69365079365079,1.75,0.75,1.0,-0.75,0,0
36764,62,15,,181,2607,,79.88888888888889,79.88888888888889,153.125,1.0,0.25,0.75,0.0,0,0
36765,62,16,,181,2721,,81.66666666666667,81.66666666666667,135.62777777777777,1.5,0.5,1.0,-0.5,0,0
36766,62,17,,181,3510,,81.60416666666666,81.60416666666666,205.125,1.0,0.0,1.0,0.0,0,0
36767,62,18,,181,1066,,36.87878787878788,36.87878787878788,56.14718614718615,0.75,0.25,0.5,0.25,0,0
36768,62,19,,181,1253,,58.3848484848485,58.3848484848485,79.59696969696971,0.75,0.5,0.25,0.25,0,0
36769,62,20,,181,3142,,38.5625,38.5625,100.1125,1.0,0.25,0.75,0.0,0,0
36770,62,21,,181,1932,,66.94166666666666,66.94166666666666,96.79166666666666,1.25,0.75,0.5,-0.25,0,0
36771,62,22,,181,1911,,41.666666666666664,41.666666666666664,58.48412698412699,1.5,0.75,0.75,-0.5,0,0
36772,62,23,,181,2255,,56.18055555555555,56.18055555555555,90.4861111111111,1.5,1.0,0.5,-0.5,0,0
36773,61,5,,192,1908,,30.866666666666664,30.866666666666664,120.95555555555556,0.75,0.0,0.75,0.25,0,0
