file,block,tokens,subject,duration,nSFD,nFFD,nGD,nTT,PrF,Pr1,Pr2,PrS,length,wpm
32,7,,017,9427,,63.74880952380952,63.74880952380952,118.26636904761905,0.8484848484848485,0.5151515151515151,0.3333333333333333,0.15151515151515152,33,210.0350058343057
31,3,,021,8331,,47.76656746031747,47.76656746031747,76.31051587301587,0.7058823529411765,0.29411764705882354,0.4117647058823529,0.29411764705882354,34,244.86856319769538
31,1,,021,1761,,23.333333333333332,23.333333333333332,96.01851851851852,0.6,0.0,0.6,0.4,5,170.35775127768312
31,2,,021,13807,,56.93523809523809,56.93523809523809,141.4385714285714,0.8620689655172413,0.2413793103448276,0.6206896551724138,0.13793103448275862,29,126.02303179546607
31,4,,021,5632,,51.30502070393375,51.30502070393375,57.472204968944105,0.71875,0.59375,0.125,0.28125,32,340.90909090909093
31,5,,021,8244,,66.72060185185185,66.72060185185185,83.07777777777778,0.7058823529411765,0.5,0.20588235294117646,0.29411764705882354,34,247.45269286754004
31,6,,021,8349,,76.47265512265513,76.47265512265513,109.60117243867245,0.7586206896551724,0.3793103448275862,0.3793103448275862,0.2413793103448276,29,208.40819259791593
31,7,,021,9142,,54.152002164502164,54.152002164502164,97.20968614718613,0.6470588235294118,0.29411764705882354,0.35294117647058826,0.35294117647058826,34,223.14591992999345
32,2,,021,15957,,56.61023535851122,56.61023535851122,132.46510673234812,0.8787878787878788,0.18181818181818182,0.696969696969697,0.12121212121212122,33,124.08347433728144
32,1,,021,1375,,34.34259259259259,34.34259259259259,77.35185185185185,0.6,0.0,0.6,0.4,5,218.1818181818182
32,3,,021,9855,,63.078916494133885,63.078916494133885,115.36835748792271,0.7419354838709677,0.3225806451612903,0.41935483870967744,0.25806451612903225,31,188.7366818873668
32,4,,021,8476,,51.892979242979244,51.892979242979244,80.82823565323565,0.7428571428571429,0.42857142857142855,0.3142857142857143,0.2571428571428571,35,247.7583765927324
32,5,,021,7842,,62.63771929824562,62.63771929824562,98.35213032581454,0.5588235294117647,0.2647058823529412,0.29411764705882354,0.4411764705882353,34,260.13771996939556
32,6,,021,12706,,72.47417582417583,72.47417582417583,168.61446886446888,0.7222222222222222,0.3611111111111111,0.3611111111111111,0.2777777777777778,36,169.99842594050054
32,7,,021,9389,,74.78541666666666,74.78541666666666,133.41666666666666,0.7272727272727273,0.3939393939393939,0.3333333333333333,0.2727272727272727,33,210.88507828309724
31,1,,025,2749,,62.2,62.2,150.42222222222222,1.0,0.2,0.8,0.0,5,109.13059294288831
31,2,,025,6821,,41.089411027568914,41.089411027568914,83.04078947368421,0.6551724137931034,0.27586206896551724,0.3793103448275862,0.3448275862068966,29,255.09456091482187
31,3,,025,8398,,44.382683982683986,44.382683982683986,88.19004329004328,0.6470588235294118,0.14705882352941177,0.5,0.35294117647058826,34,242.914979757085
31,4,,025,5085,,54.135912698412696,54.135912698412696,85.44146825396825,0.5625,0.40625,0.15625,0.4375,32,377.58112094395284
31,6,,025,6054,,90.21633597883597,90.21633597883597,109.14239417989417,0.6206896551724138,0.3793103448275862,0.2413793103448276,0.3793103448275862,29,287.4132804757185
31,7,,025,7191,,47.04467120181406,47.04467120181406,75.21369992441421,0.6176470588235294,0.3235294117647059,0.29411764705882354,0.38235294117647056,34,283.68794326241135
32,1,,025,922,,38.3125,38.3125,45.729166666666664,0.8,0.6,0.2,0.2,5,325.3796095444685
32,2,,025,10790,,46.578061224489794,46.578061224489794,91.36139455782312,0.8484848484848485,0.24242424242424243,0.6060606060606061,0.15151515151515152,33,183.50324374420762
32,3,,025,7680,,48.12543859649123,48.12543859649123,106.95162907268171,0.6129032258064516,0.22580645161290322,0.3870967741935484,0.3870967741935484,31,242.18750000000003
32,4,,025,11825,,48.22804232804233,48.22804232804233,118.50562169312168,0.6857142857142857,0.22857142857142856,0.45714285714285713,0.3142857142857143,35,177.58985200845666
32,5,,025,6708,,46.03593073593073,46.03593073593073,80.46926406926407,0.6470588235294118,0.29411764705882354,0.35294117647058826,0.35294117647058826,34,304.1144901610018
32,6,,025,5541,,52.66273291925465,52.66273291925465,66.7320910973085,0.6388888888888888,0.4166666666666667,0.2222222222222222,0.3611111111111111,36,389.8213318895506
32,7,,025,5691,,49.463596491228074,49.463596491228074,79.91447368421052,0.5757575757575758,0.3333333333333333,0.24242424242424243,0.42424242424242425,33,347.91776489193467
31,1,,039,1261,,200.7777777777778,200.7777777777778,213.5185185185185,0.6,0.4,0.2,0.4,5,237.9064234734338
31,2,,039,15635,,56.94697802197803,56.94697802197803,148.21698717948718,0.896551724137931,0.27586206896551724,0.6206896551724138,0.10344827586206896,29,111.28877518388231
31,3,,039,10668,,48.20147783251232,48.20147783251232,87.58452380952382,0.8529411764705882,0.38235294117647056,0.47058823529411764,0.14705882352941177,34,191.22609673790777
31,4,,039,9786,,51.363832199546486,51.363832199546486,114.63253968253969,0.65625,0.15625,0.5,0.34375,32,196.19865113427346
31,5,,039,7272,,62.39830246913581,62.39830246913581,93.22237654320986,0.5294117647058824,0.17647058823529413,0.35294117647058826,0.47058823529411764,34,280.52805280528054
31,6,,039,4781,,67.8438888888889,67.8438888888889,88.30888888888889,0.5172413793103449,0.3448275862068966,0.1724137931034483,0.4827586206896552,29,363.94059820121316
31,7,,039,7145,,45.95563909774435,45.95563909774435,84.54072681704261,0.5588235294117647,0.2647058823529412,0.29411764705882354,0.4411764705882353,34,285.5143456962911
